Iteration;Cross_Validation_Performance;ML_Algorithms_and_Parameters;generation;mutation;crossover;predecessor;operator
96;0.7505489489;KNeighborsClassifier(SelectFwe(MinMaxScaler(input_matrix), SelectFwe__alpha=0.024), KNeighborsClassifier__n_neighbors=94, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);2;1;0;('KNeighborsClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.024), KNeighborsClassifier__n_neighbors=94, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);3
97;0.7491481481;GaussianNB(MaxAbsScaler(RobustScaler(input_matrix)));2;2;0;('GaussianNB(MaxAbsScaler(input_matrix))',);3
98;0.7487489489;KNeighborsClassifier(LogisticRegression(input_matrix, LogisticRegression__C=1.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2), KNeighborsClassifier__n_neighbors=89, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);2;2;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=89, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);2
99;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=10, DecisionTreeClassifier__min_samples_leaf=16, DecisionTreeClassifier__min_samples_split=7);2;2;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=10, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7)',);1
100;0.7505489489;DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.021), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16);2;1;0;('DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.021), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16)',);2
101;0.7505489489;DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=11);2;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=11)',);2
102;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=19);2;1;0;('DecisionTreeClassifier(MaxAbsScaler(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=19)',);1
103;0.7505489489;DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.042), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=11);2;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=11)',);2
104;0.7415483483;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=1, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7);2;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=10, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7)',);1
105;0.6483369369;BernoulliNB(input_matrix, BernoulliNB__alpha=100.0, BernoulliNB__fit_prior=False);2;2;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=uniform)',);1
106;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16);2;1;0;('DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.021), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16)',);1
107;0.7479481481;GaussianNB(MaxAbsScaler(PCA(input_matrix, PCA__iterated_power=8, PCA__svd_solver=randomized)));2;1;0;('GaussianNB(PCA(input_matrix, PCA__iterated_power=8, PCA__svd_solver=randomized))',);3
108;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=15);2;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=19)',);1
109;0.7505489489;DecisionTreeClassifier(GaussianNB(input_matrix), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=12, DecisionTreeClassifier__min_samples_split=10);2;2;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=12, DecisionTreeClassifier__min_samples_split=10)',);2
110;0.7505489489;DecisionTreeClassifier(RobustScaler(input_matrix), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=19, DecisionTreeClassifier__min_samples_split=10);2;2;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=19, DecisionTreeClassifier__min_samples_split=10)',);2
111;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=19, DecisionTreeClassifier__min_samples_split=19);2;2;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=19, DecisionTreeClassifier__min_samples_split=10)',);1
112;0.7497487487;GaussianNB(Binarizer(input_matrix, Binarizer__threshold=0.1));2;2;0;('GaussianNB(MaxAbsScaler(input_matrix))',);2
113;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=3, DecisionTreeClassifier__min_samples_split=12);2;2;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=7)',);1
114;0.7415483483;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=1, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=14);2;2;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=6, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=14)',);1
115;0.6483369369;BernoulliNB(input_matrix, BernoulliNB__alpha=10.0, BernoulliNB__fit_prior=False);2;1;0;('GaussianNB(input_matrix)',);1
116;0.7415483483;MultinomialNB(input_matrix, MultinomialNB__alpha=10.0, MultinomialNB__fit_prior=True);2;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=19)',);1
117;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7);2;1;1;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=10, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7)', 'DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=14)');1
118;0.7489489489;DecisionTreeClassifier(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=12);2;1;1;('DecisionTreeClassifier(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=12)', 'DecisionTreeClassifier(ZeroCount(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=14)');2
119;0.7489489489;DecisionTreeClassifier(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=14);2;2;0;('DecisionTreeClassifier(ZeroCount(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=14)',);2
120;0.7371481481;KNeighborsClassifier(GaussianNB(input_matrix), KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);2;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);2
121;0.7439477477;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=29, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);2;2;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=29, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance)',);1
